Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
29,461,Research & Development,Life Sciences,Male,Single,23060,Yes,2306.0
30,979,Sales,Marketing,Male,Divorced,3088,No,308.8
34,181,Research & Development,Medical,Male,Married,5586,Yes,558.6
33,1283,Sales,Marketing,Female,Single,10697,No,1069.7
49,1313,Sales,Marketing,Female,Single,8191,No,819.1
33,211,Sales,Life Sciences,Female,Single,10092,Yes,1009.2
38,594,Research & Development,Medical,Female,Married,15963,No,1596.3000000000002
31,1079,Sales,Marketing,Male,Married,19002,No,1900.2
29,590,Research & Development,Technical Degree,Female,Divorced,10007,No,1000.7
30,305,Research & Development,Life Sciences,Male,Married,9128,No,912.8000000000001
32,953,Research & Development,Technical Degree,Male,Single,17674,No,1767.4
38,833,Research & Development,Medical,Male,Married,24539,Yes,2453.9
43,807,Research & Development,Technical Degree,Male,Married,15587,Yes,1558.7
42,855,Research & Development,Medical,Male,Divorced,8952,No,895.2
55,478,Research & Development,Medical,Male,Married,19805,No,1980.5
33,775,Research & Development,Technical Degree,Male,Divorced,6194,No,619.4000000000001
41,548,Research & Development,Life Sciences,Male,Divorced,20520,No,2052.0
34,1375,Sales,Life Sciences,Male,Divorced,12313,Yes,1231.3000000000002
53,661,Research & Development,Medical,Female,Married,22308,Yes,2230.8
43,244,Human Resources,Life Sciences,Male,Single,5033,No,503.3
34,511,Sales,Life Sciences,Female,Single,25353,No,2535.3
21,337,Sales,Marketing,Male,Single,4567,No,456.70000000000005
38,1153,Research & Development,Other,Female,Married,16376,No,1637.6000000000001
22,1294,Research & Development,Medical,Female,Married,15999,Yes,1599.9
31,196,Sales,Marketing,Female,Married,13402,No,1340.2
51,942,Research & Development,Technical Degree,Female,Married,22984,No,2298.4
37,589,Sales,Marketing,Male,Married,8800,No,880.0
46,734,Research & Development,Medical,Male,Divorced,14218,Yes,1421.8000000000002
36,1383,Research & Development,Life Sciences,Male,Married,25949,Yes,2594.9
44,429,Research & Development,Medical,Male,Divorced,11092,Yes,1109.2
37,1239,Human Resources,Other,Male,Divorced,12832,No,1283.2
35,303,Sales,Life Sciences,Male,Single,13492,Yes,1349.2
33,867,Research & Development,Life Sciences,Male,Married,6076,No,607.6
28,1181,Research & Development,Life Sciences,Male,Married,5531,No,553.1
39,1253,Research & Development,Medical,Male,Single,7914,No,791.4000000000001
46,849,Sales,Life Sciences,Male,Single,25166,No,2516.6000000000004
40,616,Research & Development,Life Sciences,Female,Married,25605,No,2560.5
42,1128,Research & Development,Medical,Male,Married,5696,No,569.6
35,1180,Research & Development,Medical,Male,Divorced,24442,No,2444.2000000000003
38,1336,Human Resources,Human Resources,Male,Divorced,7129,No,712.9000000000001
34,234,Research & Development,Life Sciences,Male,Married,6208,No,620.8000000000001
37,370,Research & Development,Medical,Male,Single,4992,No,499.20000000000005
39,766,Sales,Life Sciences,Male,Divorced,19188,No,1918.8000000000002
43,343,Research & Development,Life Sciences,Male,Single,24978,No,2497.8
41,447,Research & Development,Life Sciences,Male,Single,15530,No,1553.0
41,796,Sales,Marketing,Female,Divorced,26458,Yes,2645.8
30,1092,Research & Development,Medical,Female,Single,2739,No,273.90000000000003
26,920,Human Resources,Medical,Female,Married,6889,Yes,688.9000000000001
46,261,Research & Development,Medical,Female,Married,10842,No,1084.2
40,1194,Research & Development,Life Sciences,Female,Divorced,9060,No,906.0
34,810,Sales,Technical Degree,Male,Married,22128,No,2212.8
58,350,Sales,Medical,Male,Divorced,22577,No,2257.7000000000003
35,185,Research & Development,Medical,Male,Married,9696,No,969.6
47,1001,Research & Development,Life Sciences,Female,Divorced,19271,Yes,1927.1000000000001
40,750,Research & Development,Life Sciences,Female,Divorced,10748,No,1074.8
54,431,Research & Development,Medical,Female,Married,15696,No,1569.6000000000001
31,1125,Sales,Marketing,Female,Married,8277,No,827.7
28,1217,Research & Development,Medical,Female,Married,12719,No,1271.9
38,723,Sales,Marketing,Female,Married,4244,Yes,424.40000000000003
26,572,Sales,Medical,Male,Single,9125,No,912.5
58,1216,Research & Development,Life Sciences,Male,Married,21624,Yes,2162.4
18,1431,Research & Development,Medical,Female,Single,8018,No,801.8000000000001
31,359,Human Resources,Human Resources,Male,Married,21495,No,2149.5
29,350,Human Resources,Human Resources,Male,Divorced,3157,Yes,315.70000000000005
45,589,Sales,Life Sciences,Female,Married,19665,No,1966.5
36,430,Research & Development,Other,Female,Married,19573,Yes,1957.3000000000002
43,1422,Sales,Life Sciences,Male,Married,19246,No,1924.6000000000001
27,1297,Research & Development,Life Sciences,Female,Single,19826,Yes,1982.6000000000001
29,574,Research & Development,Medical,Male,Married,7003,No,700.3000000000001
32,1318,Sales,Marketing,Male,Single,26075,No,2607.5
42,355,Research & Development,Technical Degree,Male,Married,6161,No,616.1
47,207,Research & Development,Life Sciences,Female,Single,5411,No,541.1
46,706,Research & Development,Life Sciences,Male,Divorced,19989,No,1998.9
28,280,Human Resources,Life Sciences,Male,Divorced,10494,No,1049.4
29,726,Research & Development,Life Sciences,Male,Divorced,21143,No,2114.3
42,1142,Research & Development,Life Sciences,Male,Single,13624,No,1362.4
32,414,Sales,Marketing,Male,Single,26186,Yes,2618.6000000000004
46,1319,Sales,Technical Degree,Female,Divorced,7739,No,773.9000000000001
27,728,Sales,Medical,Female,Married,7018,No,701.8000000000001
29,352,Human Resources,Medical,Male,Married,15434,No,1543.4
43,823,Research & Development,Medical,Female,Married,22539,No,2253.9
48,1224,Research & Development,Life Sciences,Male,Married,13583,No,1358.3000000000002
29,459,Research & Development,Life Sciences,Male,Single,14753,Yes,1475.3000000000002
46,1254,Sales,Life Sciences,Female,Married,14011,No,1401.1000000000001
27,1131,Research & Development,Life Sciences,Female,Married,23844,No,2384.4
39,835,Research & Development,Other,Male,Divorced,5141,No,514.1
55,836,Research & Development,Technical Degree,Male,Married,7975,No,797.5
28,1172,Sales,Medical,Female,Married,3692,No,369.20000000000005
30,945,Sales,Medical,Male,Single,16019,No,1601.9
22,391,Research & Development,Life Sciences,Male,Single,26092,Yes,2609.2000000000003
36,1266,Sales,Technical Degree,Female,Married,6060,Yes,606.0
31,311,Research & Development,Life Sciences,Male,Divorced,18624,No,1862.4
34,1480,Sales,Life Sciences,Male,Married,24444,Yes,2444.4
29,592,Research & Development,Life Sciences,Male,Single,19384,No,1938.4
37,783,Research & Development,Medical,Male,Married,13588,Yes,1358.8000000000002
35,219,Research & Development,Other,Female,Married,25388,Yes,2538.8
45,556,Research & Development,Life Sciences,Female,Married,23888,No,2388.8
36,1213,Human Resources,Human Resources,Male,Single,4223,No,422.3
40,1137,Research & Development,Life Sciences,Male,Divorced,18991,No,1899.1000000000001
26,482,Research & Development,Life Sciences,Female,Married,14908,Yes,1490.8000000000002
27,511,Sales,Medical,Female,Single,26997,No,2699.7000000000003
48,117,Research & Development,Medical,Female,Divorced,2437,No,243.70000000000002
44,170,Research & Development,Life Sciences,Male,Married,9364,No,936.4000000000001
34,967,Research & Development,Technical Degree,Male,Married,14460,Yes,1446.0
56,1162,Research & Development,Life Sciences,Male,Single,10261,No,1026.1000000000001
36,335,Sales,Marketing,Male,Married,16822,No,1682.2
41,337,Sales,Marketing,Female,Married,26841,No,2684.1000000000004
42,1396,Research & Development,Medical,Male,Married,14842,No,1484.2
31,1079,Sales,Medical,Female,Divorced,20115,Yes,2011.5
34,735,Sales,Medical,Female,Married,16495,Yes,1649.5
31,471,Research & Development,Medical,Female,Divorced,16031,No,1603.1000000000001
26,1096,Research & Development,Other,Male,Married,7102,No,710.2
45,1297,Research & Development,Medical,Male,Single,14511,No,1451.1000000000001
33,217,Sales,Marketing,Male,Single,10410,No,1041.0
28,783,Sales,Life Sciences,Male,Married,19255,Yes,1925.5
29,746,Sales,Technical Degree,Male,Single,10642,No,1064.2
39,1251,Sales,Life Sciences,Female,Married,3987,No,398.70000000000005
27,1354,Research & Development,Technical Degree,Male,Married,6073,No,607.3000000000001
34,735,Research & Development,Other,Male,Married,26496,Yes,2649.6000000000004
28,1475,Sales,Marketing,Female,Single,23352,Yes,2335.2000000000003
47,1169,Research & Development,Technical Degree,Male,Married,2125,No,212.5
56,1443,Sales,Marketing,Female,Married,20328,No,2032.8000000000002
39,867,Research & Development,Medical,Male,Married,12315,No,1231.5
38,1394,Research & Development,Medical,Female,Divorced,18115,Yes,1811.5
58,605,Sales,Life Sciences,Female,Married,11761,Yes,1176.1000000000001
32,238,Research & Development,Life Sciences,Female,Single,15318,Yes,1531.8000000000002
38,1206,Research & Development,Life Sciences,Male,Divorced,14293,No,1429.3000000000002
49,1064,Research & Development,Life Sciences,Male,Married,13738,No,1373.8000000000002
42,419,Sales,Marketing,Male,Divorced,2900,Yes,290.0
27,1337,Human Resources,Human Resources,Female,Married,19555,No,1955.5
35,682,Sales,Medical,Male,Married,15975,No,1597.5
28,1103,Research & Development,Medical,Male,Single,2122,No,212.20000000000002
31,976,Research & Development,Medical,Male,Divorced,3995,Yes,399.5
36,1351,Research & Development,Life Sciences,Male,Married,9238,No,923.8000000000001
34,937,Sales,Marketing,Male,Single,6770,No,677.0
34,1239,Sales,Medical,Male,Divorced,22914,No,2291.4
26,157,Research & Development,Medical,Male,Single,20006,No,2000.6000000000001
29,136,Research & Development,Life Sciences,Male,Married,6225,No,622.5
32,1146,Research & Development,Medical,Female,Divorced,16542,No,1654.2
31,1125,Research & Development,Life Sciences,Male,Married,5771,No,577.1
28,1404,Research & Development,Technical Degree,Male,Divorced,18779,No,1877.9
38,1404,Sales,Life Sciences,Male,Single,11473,No,1147.3
35,1224,Sales,Life Sciences,Female,Married,13586,Yes,1358.6000000000001
27,954,Sales,Marketing,Male,Single,5099,No,509.90000000000003
32,1373,Research & Development,Life Sciences,Male,Single,10138,No,1013.8000000000001
31,754,Sales,Marketing,Male,Married,21075,Yes,2107.5
53,1168,Sales,Life Sciences,Male,Single,5843,Yes,584.3000000000001
54,155,Research & Development,Life Sciences,Female,Married,22474,No,2247.4
33,1303,Research & Development,Life Sciences,Male,Divorced,18079,No,1807.9
43,574,Research & Development,Life Sciences,Male,Married,16873,No,1687.3000000000002
38,1444,Human Resources,Other,Male,Married,5224,Yes,522.4
55,189,Human Resources,Human Resources,Male,Married,25811,Yes,2581.1000000000004
31,1276,Research & Development,Medical,Female,Divorced,17536,Yes,1753.6000000000001
39,119,Sales,Marketing,Male,Single,25098,No,2509.8
42,335,Research & Development,Life Sciences,Male,Single,14811,No,1481.1000000000001
31,697,Research & Development,Medical,Female,Married,26862,No,2686.2000000000003
54,157,Research & Development,Medical,Female,Single,25198,Yes,2519.8
24,771,Research & Development,Life Sciences,Male,Single,14120,No,1412.0
23,571,Research & Development,Other,Male,Single,13672,No,1367.2
40,692,Research & Development,Technical Degree,Female,Married,26849,No,2684.9
40,444,Sales,Marketing,Female,Married,4258,No,425.8
25,309,Human Resources,Human Resources,Female,Married,19655,No,1965.5
30,911,Research & Development,Medical,Male,Married,4077,No,407.70000000000005
25,977,Research & Development,Other,Male,Divorced,7298,Yes,729.8000000000001
47,1180,Research & Development,Medical,Male,Single,13084,No,1308.4
33,1313,Research & Development,Medical,Male,Divorced,20439,No,2043.9
38,1321,Sales,Life Sciences,Male,Married,7636,No,763.6
31,1154,Sales,Life Sciences,Male,Married,6393,No,639.3000000000001
38,508,Research & Development,Life Sciences,Male,Married,14284,No,1428.4
42,557,Research & Development,Life Sciences,Male,Divorced,11189,Yes,1118.9
41,642,Research & Development,Life Sciences,Male,Married,21412,No,2141.2000000000003
47,1162,Research & Development,Medical,Female,Married,17231,No,1723.1000000000001
35,1490,Research & Development,Medical,Male,Married,20232,Yes,2023.2
22,581,Research & Development,Life Sciences,Male,Single,17624,No,1762.4
35,1395,Research & Development,Medical,Male,Single,18698,No,1869.8000000000002
33,501,Research & Development,Medical,Female,Married,21653,Yes,2165.3
32,267,Research & Development,Life Sciences,Female,Single,15919,No,1591.9
40,543,Research & Development,Life Sciences,Male,Married,4060,No,406.0
32,234,Sales,Medical,Male,Married,18024,No,1802.4
39,116,Research & Development,Life Sciences,Male,Single,5340,No,534.0
38,201,Research & Development,Medical,Female,Married,3376,No,337.6
32,801,Sales,Marketing,Female,Married,24032,No,2403.2000000000003
37,161,Research & Development,Life Sciences,Female,Married,15471,Yes,1547.1000000000001
25,1382,Sales,Other,Female,Divorced,13684,Yes,1368.4
52,585,Sales,Life Sciences,Male,Divorced,19788,No,1978.8000000000002
44,1037,Research & Development,Medical,Male,Single,13422,Yes,1342.2
21,501,Sales,Medical,Male,Single,25479,Yes,2547.9
39,105,Research & Development,Life Sciences,Male,Single,15302,No,1530.2
23,638,Sales,Marketing,Male,Married,26956,No,2695.6000000000004
36,557,Sales,Medical,Female,Married,12695,No,1269.5
36,688,Research & Development,Life Sciences,Female,Divorced,9192,No,919.2
56,667,Research & Development,Life Sciences,Male,Divorced,26236,No,2623.6000000000004
29,1092,Research & Development,Medical,Male,Married,26124,Yes,2612.4
42,300,Research & Development,Life Sciences,Male,Married,17312,No,1731.2
56,310,Research & Development,Technical Degree,Male,Married,3666,No,366.6
41,582,Research & Development,Life Sciences,Female,Married,5640,No,564.0
34,704,Sales,Marketing,Female,Married,8978,No,897.8000000000001
36,301,Sales,Marketing,Male,Divorced,10436,No,1043.6000000000001
41,930,Sales,Life Sciences,Male,Divorced,12227,No,1222.7
32,529,Research & Development,Technical Degree,Male,Single,11288,No,1128.8
35,1146,Human Resources,Life Sciences,Female,Single,16642,Yes,1664.2
38,345,Sales,Life Sciences,Female,Married,5982,No,598.2
50,878,Sales,Life Sciences,Male,Divorced,14255,No,1425.5
36,1120,Sales,Marketing,Female,Married,14369,No,1436.9
45,374,Sales,Life Sciences,Female,Single,23333,No,2333.3
40,1322,Research & Development,Life Sciences,Male,Single,2725,No,272.5
35,1199,Research & Development,Life Sciences,Male,Married,24594,Yes,2459.4
40,1194,Research & Development,Medical,Female,Married,12549,No,1254.9
35,287,Research & Development,Life Sciences,Female,Married,8952,No,895.2
29,1378,Research & Development,Other,Male,Married,23679,Yes,2367.9
29,468,Research & Development,Medical,Female,Single,8489,No,848.9000000000001
50,410,Sales,Marketing,Male,Divorced,16586,Yes,1658.6000000000001
39,722,Sales,Marketing,Female,Married,8828,No,882.8000000000001
31,325,Research & Development,Medical,Male,Single,3787,No,378.70000000000005
26,1167,Sales,Other,Female,Single,21378,No,2137.8
36,884,Research & Development,Medical,Male,Married,12290,No,1229.0
39,613,Research & Development,Medical,Male,Married,21457,No,2145.7000000000003
27,155,Research & Development,Life Sciences,Male,Married,5174,Yes,517.4
49,1023,Sales,Medical,Male,Married,13243,No,1324.3000000000002
34,628,Research & Development,Medical,Male,Married,10228,No,1022.8000000000001
